Filename,kcMax,SNR
slice52_iter010.png,0.430202140309156,0.381000012159348
slice52_iter020.png,0.425683709869203,0.398000001907349
slice52_iter030.png,0.425683709869203,0.404000014066696
slice52_iter040.png,0.424256837098692,0.40599998831749
slice52_iter050.png,0.424256837098692,0.40599998831749
slice52_iter060.png,0.41973840665874,0.405000001192093
slice52_iter070.png,0.41973840665874,0.404000014066696
slice52_iter080.png,0.41973840665874,0.40200001001358
slice52_iter090.png,0.41973840665874,0.400000005960464
slice52_iter100.png,0.424256837098692,0.398000001907349
slice52_iter110.png,0.469203329369798,0.397000014781952
slice52_iter120.png,0.458739595719382,0.395000010728836
slice52_iter130.png,0.428775267538644,0.39300000667572
slice52_iter140.png,0.424256837098692,0.391999989748001
slice52_iter150.png,0.424256837098692,0.391000002622604
slice52_iter160.png,0.424256837098692,0.388999998569489
slice52_iter170.png,0.424256837098692,0.388000011444092
slice52_iter180.png,0.424256837098692,0.386999994516373
slice52_iter190.png,0.424256837098692,0.386000007390976
slice52_iter200.png,0.424256837098692,0.386000007390976
slice52_iter210.png,0.424256837098692,0.384999990463257
slice52_iter220.png,0.413793103448276,0.38400000333786
slice52_iter230.png,0.413793103448276,0.382999986410141
slice52_iter240.png,0.413793103448276,0.382999986410141
slice52_iter250.png,0.424256837098692,0.381999999284744
slice52_iter260.png,0.413793103448276,0.381999999284744
slice52_iter270.png,0.413793103448276,0.381000012159348
slice52_iter280.png,0.413793103448276,0.381000012159348
slice52_iter290.png,0.413793103448276,0.379999995231628
slice52_iter300.png,0.413793103448276,0.379999995231628
